NomCommune	Surface	Code insee	Pop 90	Pop 99	lon	lat	x mètres	y mètres	pixel x	pixel y
Voisins-le-Bretonneux	361.1	78688	11220	12153	2.048844997	48.7586786593	41181.902078	69004.8163076593	205.90951039	345.0240815383
Les Mesnuls	656.9	78398	793	883	1.8347116647	48.7546612521	25435.4386911071	68769.14053539	127.1771934555	343.845702677
Fresnes	357.1	94034	26959	25213	2.326673811	48.7570766417	61602.9410322161	68616.6196937794	308.0147051611	343.0830984689
Pézarches	899.3	77360	225	267	2.989622692	48.7432821983	110338.087590589	66871.8996502301	551.6904379529	334.3594982512
Les Chapelles-Bourbon	643.9	77091	214	332	2.8366272944	48.7434409589	99087.874862952	66901.9288297901	495.4393743148	334.509644149
Amillis	2014.5	77002	609	685	3.1352212636	48.735151649	121045.975505525	65976.3816753896	605.2298775276	329.8819083769
Tournan-en-Brie	1553.7	77470	5528	7545	2.7782110881	48.7399155371	94791.262902963	66520.4371066699	473.9563145148	332.6021855334
Coignières	805.1	78168	4157	4231	1.9141380236	48.749309721	31265.873503166	68090.9557056297	156.3293675158	340.4547785281
Verrières-le-Buisson	1002.3	91645	15710	15923	2.2525272455	48.7501039708	56145.0211153431	67890.4372294694	280.7251055767	339.4521861473
La Verrière	243.9	78644	6187	6053	1.951416838	48.7543805825	34014.028123392	68617.6643663896	170.070140617	343.0883218319
Saint-Mars-Vieux-Maisons	1902.7	77421	175	188	3.3196189895	48.7384394919	134605.922477869	66380.9902357897	673.0296123893	331.9049511789
Santeny	998.2	94070	2810	3140	2.5766425918	48.7353102454	79965.6913553471	66068.9664447196	399.8284567767	330.3448322236
Grigny	499.4	91286	24920	24512	2.3881135002	48.6572554628	66033.4619102171	57482.0316301398	330.1673095511	287.4101581507
Lumigny-Nesles-Ormeaux	3632	77264	1178	1319	2.9538403325	48.7195838578	107705.352221469	64237.9952274896	538.5267611073	321.1899761374
Saint-Martin-du-Boschet	1699.6	77424	181	187	3.4287842033	48.7323173499	142637.551666332	65738.3658360494	713.1877583317	328.6918291802
Villeneuve-Saint-Georges	811.1	94078	26952	28361	2.4487207537	48.7422484647	70563.305225283	66898.4238528097	352.8165261264	334.492119264
Boissy-Saint-Léger	893.4	94004	15120	15289	2.5248296879	48.7469856199	76163.008805415	67388.7345094699	380.8150440271	336.9436725474
Magny-les-Hameaux	1674.5	78356	7800	8769	2.0510349202	48.7413644225	41319.7403843061	67077.9429444894	206.5987019215	335.3897147224
Rungis	421.2	94065	2939	5424	2.3522419224	48.7496663523	63475.7276883711	67777.01212388	317.3786384419	338.8850606194
Chevru	1407.5	77113	496	855	3.1967208423	48.7338183298	125569.306293317	65837.6464664098	627.8465314666	329.188232332
Saclay	1376.2	91534	2894	2883	2.1662165764	48.7355056409	49782.3211403721	66330.9676012294	248.9116057019	331.6548380061
Le Mesnil-Saint-Denis	905	78397	6528	6518	1.9657805725	48.7403574605	35049.50417712	67044.7207204094	175.2475208856	335.223603602
Châteaufort	489.8	78143	1427	1453	2.0951708309	48.7386182755	44561.5968186561	66734.5393532701	222.8079840933	333.6726967664
Toussus-le-Noble	404.2	78620	686	659	2.1173177143	48.7467476826	46200.275127094	67619.9073382197	231.0013756355	338.0995366911
Férolles-Attilly	1280.3	77180	1022	1032	2.6390839608	48.733724342	84557.050048875	65869.8372976501	422.7852502444	329.3491864883
Marolles-en-Brie	460.9	94048	4606	5191	2.5555697439	48.7397262811	78418.68544525	66568.4642431093	392.0934272263	332.8423212155
Touquin	1173	77469	872	950	3.0288854377	48.7335973466	113225.601053861	65795.4430677295	566.1280052693	328.9772153386
Wissous	911.5	91689	4888	5160	2.3290175187	48.7293990542	61749.0808288531	65537.9623364201	308.7454041443	327.6898116821
Orly	663.7	94054	21646	20470	2.3945060821	48.7426965538	66577.1311760941	66977.4440114396	332.8856558805	334.8872200572
Les Bréviaires	1983.7	78108	903	1024	1.8158058267	48.7208657603	23989.337815898	65032.7437494295	119.9466890795	325.1637187471
Igny	385.5	91312	9428	9381	2.2246179148	48.7366258262	54078.4041848631	66411.7436803998	270.3920209243	332.058718402
Chevry-Cossigny	1659.9	77114	1954	3315	2.6770612933	48.7228326485	87345.1812867171	64646.7873736592	436.7259064336	323.2339368683
Sancy-lès-Provins	1816.2	77444	180	269	3.3934558207	48.7093501773	140051.952331756	63171.3388599595	700.2597616588	315.8566942998
Saint-Lambert	663.2	78561	382	380	2.0061835978	48.7331954865	38010.371877947	66210.3385237893	190.0518593897	331.0516926189
Condé-sur-Vesgre	1083.2	78171	828	1038	1.6737697559	48.7322560101	13563.0629589531	66465.0506239496	67.8153147948	332.3252531197
Cerneux	2213.6	77066	243	278	3.3463251339	48.7050784595	136586.146314659	62680.1668909192	682.9307315733	313.4008344546
Paray-Vieille-Poste	611	91479	7214	7188	2.3599102898	48.7251926394	64017.4630063081	65051.4348580698	320.0873150315	325.2571742903
Villeneuve-le-Roi	843.6	94077	20325	18292	2.4104542788	48.7323367952	67741.2347447451	65816.7693771794	338.7061737237	329.0838468859
Leudon-en-Brie	432.5	77250	131	144	3.2688069994	48.7304861287	130872.238534542	65482.7932779994	654.3611926727	327.41396639
Marles-en-Brie	1282.6	77277	1095	1294	2.8894829856	48.7247154618	102971.597062938	64813.2331227493	514.8579853147	324.0661656137
Villiers-le-Bâcle	604.4	91679	953	1093	2.1224011587	48.7290757426	46552.192711774	65651.0365443192	232.7609635589	328.2551827216
Milon-la-Chapelle	308.7	78406	335	339	2.0472103738	48.7281445433	41020.783870699	65611.6098029297	205.1039193535	328.0580490146
Lévis-Saint-Nom	834.9	78334	1593	1696	1.9366693127	48.7266671568	32888.4290876581	65551.1630089395	164.4421454383	327.7558150447
Massy	941.7	91377	38574	37712	2.2761077801	48.7275223826	57855.6574582821	65363.6908483198	289.2782872914	326.8184542416
Vauhallan	335.1	91635	1795	2058	2.1995779335	48.730953192	52230.595365596	65799.4502933193	261.152976828	328.9972514666
Les Essarts-le-Roi	1959.1	78220	5565	6126	1.8957349074	48.7163969202	29861.7447406481	64450.7372886296	149.3087237032	322.2536864431
Grandchamp	611.8	78283	219	232	1.6141157999	48.7192430366	9150.8391835471	65093.80666593	45.7541959177	325.4690333297
Adainville	1017.7	78006	839	824	1.6617935611	48.7202606186	12659.7519549261	65146.4277216	63.2987597746	325.732138608
Beton-Bazoches	1824.8	77032	633	700	3.2466970489	48.7072531724	129254.101136459	62894.4212767594	646.2705056823	314.4721063838
Châtres	1517.6	77104	530	555	2.815923645	48.7126496783	97557.494638024	63481.8380376594	487.7874731901	317.4091901883
Dagny	785	77151	272	322	3.1647982587	48.7138649636	123226.14389221	63613.8209716594	616.1307194611	318.0691048583
Frétoy	656.9	77197	109	113	3.2020988307	48.7062073802	125972.694987235	62768.8239843594	629.8634749362	313.8441199218
Vaudoy-en-Brie	2768.3	77486	582	675	3.0822299352	48.6977573583	117153.074487025	61813.4707923494	585.7653724351	309.0673539617
Yerres	996.2	91691	27136	27455	2.492342227	48.715348775	73751.699968411	63886.2023180798	368.7584998421	319.4310115904
Courtacon	1204.3	77137	155	179	3.2911041197	48.7033847993	132523.319332093	62475.46514754	662.6165966605	312.3773257377
Servon	740.3	77450	1924	2791	2.5923759817	48.7147060491	81110.954431646	63772.0897570495	405.5547721582	318.8604487852
Presles-en-Brie	1737.7	77377	1620	1680	2.7373643925	48.7135568892	91777.743308968	63599.0519051701	458.8887165448	317.9952595259
Palaiseau	1167.5	91477	28395	28965	2.2286363547	48.7147803051	54350.190596653	63980.1318744598	271.7509529833	319.9006593723
Montceaux-lès-Provins	1538.5	77301	312	337	3.4446751469	48.6968984996	143828.46890657	61806.98387881	719.1423445329	309.0349193941
Crosne	248.3	91191	7966	8154	2.4630930175	48.720570776	71603.753187487	64481.0121449493	358.0187659374	322.4050607247
Le Plessis-Feu-Aussoux	561.4	77365	322	374	3.0386133534	48.7133657459	113942.159443095	63546.3593564797	569.7107972155	317.7317967824
Fontenay-Trésigny	2214.4	77192	4518	4620	2.8614221902	48.6982000125	100902.289205126	61868.4831629694	504.5114460256	309.3424158148
Athis-Mons	858.2	91027	29123	29427	2.3868396743	48.7095148044	65984.7580099381	63292.6838955898	329.9237900497	316.4634194779
Chevreuse	1355	78160	5027	5364	2.0368434728	48.7066174316	40229.113174523	63227.6239284398	201.1455658726	316.1381196422
Dampierre-en-Yvelines	1134.5	78193	1030	1051	1.9725720539	48.7037229981	35495.893801733	62965.4581535794	177.4794690087	314.8272907679
Vigneux-sur-Seine	895	91657	25203	25652	2.4277098892	48.7036012371	68987.1735215361	62612.6548860492	344.9358676077	313.0632744302
Saint-Remy-lès-Chevreuse	983.1	78575	5589	7651	2.0787501711	48.7046250095	43310.0108749301	62969.3261681898	216.5500543747	314.8466308409
Saint-Aubin	358	91538	736	694	2.1400541479	48.7144719831	47832.8675850501	64013.1745183896	239.1643379253	320.0658725919
Le Perray-en-Yvelines	1344.9	78486	4645	5828	1.8434317348	48.6966767472	25982.021312293	62313.5617240593	129.9101065615	311.5678086203
Chilly-Mazarin	559.2	91161	16939	17737	2.3115455996	48.7073201584	60442.6166539111	63094.3529327298	302.2130832696	315.4717646636
Montgeron	1115	91421	21677	21905	2.4616541935	48.6958113347	71479.1406246381	61729.0286874594	357.3957031232	308.6451434373
Orsay	742.4	91471	14863	16236	2.186974863	48.6998732302	51268.100986117	62353.5953198001	256.3405049306	311.767976599
Gif-sur-Yvette	1182.6	91272	19754	21364	2.1267335791	48.698653606	46833.431295882	62265.3444801997	234.1671564794	311.326722401
Voinsles	2851.3	77527	415	500	3.0174702012	48.6814054033	112387.329144472	59992.4714747397	561.9366457224	299.9623573737
Morangis	480.4	91432	10043	10611	2.3371308302	48.702704202	62320.9017640981	62565.0586126596	311.6045088205	312.8252930633
Liverdy-en-Brie	913	77254	822	1031	2.7804059925	48.6957121484	94939.0038234281	61605.4077362195	474.6950191171	308.0270386811
La Hauteville	493.9	78302	157	159	1.6269526919	48.7047125672	10066.97866131	63462.0429507298	50.3348933066	317.3102147536
La Boissière-Ecole	2562.7	78077	655	725	1.6677987789	48.6898162832	13044.363509555	61754.6309857899	65.2218175478	308.773154929
Mandres-les-Roses	337.1	94047	3703	4117	2.5482793073	48.7057817649	77860.977741181	62797.5514683397	389.3048887059	313.9877573417
Brunoy	663.8	91114	24468	23617	2.503500074	48.6962686794	74559.257231525	61759.6934934799	372.7962861576	308.7984674674
Le Tartre-Gaudran	428.6	78606	27	29	1.6025170581	48.6979522223	8255.7938992011	62742.0903546093	41.278969496	313.710451773
Jouy-le-Châtel	3771.6	77239	1365	1392	3.1349518632	48.6644357412	121039.599503948	58114.1821037894	605.1979975197	290.5709105189
Poigny-la-Forêt	2357.9	78497	825	872	1.7534393446	48.682695656	19334.906877683	60860.1374874292	96.6745343884	304.3006874371
Grisy-Suisnes	1847.9	77217	1648	1989	2.6761485185	48.6846072952	87260.60600736	60397.19876769	436.3030300368	301.9859938385
Auffargis	1741.2	78030	1925	1859	1.9021086889	48.6845110498	30281.336809046	60899.4762936793	151.4066840452	304.4973814684
Villebon-sur-Yvette	752	91661	9080	9373	2.2343289979	48.6957950592	54748.5308979331	61865.3701509899	273.7426544897	309.326850755
Périgny	275.7	94056	1681	2020	2.560998735	48.6967231188	78791.3367878561	61785.1488026492	393.9566839393	308.9257440132
Montcourt-Fromonville	807.4	77302	2183	2231	2.7123314549	48.2984862665	89767.858751563	17465.5593245393	448.8392937578	87.3277966227
Bannost-Villegagnon	1946.1	77020	435	482	3.1916903254	48.6753836412	125215.101482028	59339.9749552701	626.0755074101	296.6998747764
Bures-sur-Yvette	456.7	91122	9246	9679	2.157182998	48.692488845	49066.943383854	61555.6386208097	245.3347169193	307.778193104
Longjumeau	485.4	91345	19864	19957	2.301555556	48.690731882	59691.225248624	61256.6015617494	298.4561262431	306.2830078087
Epinay-sous-Sénart	358.3	91215	13374	12797	2.5161006097	48.6876080571	75480.731853652	60791.07498834	377.4036592683	303.9553749417
Saulx-les-Chartreux	772.9	91587	4141	4952	2.2664861029	48.6852802245	57104.3332954111	60673.9256850397	285.5216664771	303.3696284252
Bernay-Vilbert	1691.1	77031	629	755	2.9292037144	48.67559526	105888.533748971	59348.7073668493	529.4426687449	296.7435368342
Savigny-sur-Orge	694.8	91589	33295	36258	2.3490604497	48.6842238763	63181.839931694	60503.1981679499	315.9091996585	302.5159908398
Draveil	1595.6	91201	27867	28093	2.4218164646	48.6777968752	68532.486099501	59746.99093692	342.6624304975	298.7349546846
Juvisy-sur-Orge	225.9	91326	11816	11937	2.3735548852	48.6920116673	64991.843680072	61354.4218810592	324.9592184004	306.7721094053
Boussy-Saint-Antoine	291.5	91097	5924	6352	2.5335561476	48.6895170708	76766.894134977	60995.58064829	383.8344706749	304.9779032415
Gometz-la-Ville	966.2	91274	887	986	2.1091293846	48.6731785712	45505.9576232351	59447.7226908598	227.5297881162	297.2386134543
Saint-Just-en-Brie	739.7	77416	140	196	3.1214508676	48.6114533093	120054.388813651	52222.30770096	600.2719440683	261.1115385048
Senlisse	806.5	78590	425	484	1.9712687354	48.6857765847	35373.9981734641	60971.6070408793	176.8699908673	304.8580352044
Courquetaine	784.2	77136	180	173	2.747302579	48.6807720075	92497.278295276	59951.6778284693	462.4863914764	299.7583891423
Boisdon	436.9	77036	87	77	3.2260738356	48.6764183612	127746.383667885	59461.7090280093	638.7319183394	297.30854514
Egly	398.5	91207	4774	5321	2.2217305153	48.578022662	53692.277527962	48781.8560093697	268.4613876398	243.9092800468
Choisel	896.3	78162	551	538	2.0142951026	48.6740734502	38524.853577315	59630.1782254092	192.6242678866	298.150891127
Coubert	837.1	77127	1054	1275	2.7070363372	48.6785043243	89531.906577363	59709.8061730899	447.6595328868	298.5490308655
Les Ulis	535.4	91692	27164	25785	2.1853846253	48.6813841294	51129.868391186	60299.3133382797	255.6493419559	301.4965666914
Rozay-en-Brie	316.7	77393	2380	2613	2.9636978699	48.6839195124	108428.715458392	60272.4574539494	542.143577292	301.3622872697
Varennes-Jarcy	555.9	91631	1687	1907	2.5630528464	48.6816789027	78933.259286902	60111.7387995897	394.6662964345	300.5586939979
Les Marêts	512.3	77275	107	135	3.3137436737	48.6730547515	134202.738484111	59109.8187068896	671.0136924206	295.5490935344
Augers-en-Brie	1348.6	77012	195	260	3.3526041094	48.6668471884	137067.173753871	58431.7609806396	685.3358687694	292.1588049032
Villejust	537.2	91666	1324	1655	2.2237615491	48.6779433323	53951.2914099951	59888.3310088199	269.75645705	299.4416550441
Champcenest	1281.1	77080	114	116	3.2745419458	48.670863591	131317.096437382	58855.4607554497	656.5854821869	294.2773037772
Les Molières	706.3	91411	1559	1654	2.0730523819	48.6716595576	42847.728736161	59309.4311556192	214.2386436808	296.5471557781
Vieille-Eglise-en-Yvelines	975	78655	735	742	1.874366204	48.6700119817	28216.2684392571	59316.4219276393	141.0813421963	296.5821096382
Rambouillet	3579.5	78517	24343	24758	1.8264970846	48.6535382256	24664.511125808	57536.4503206098	123.322555629	287.682251603
Boullay-les-Troux	485.5	91093	509	581	2.0483859774	48.6755041627	41036.718472755	59758.4376254994	205.1835923638	298.7921881275
Hermeray	1835.7	78307	790	831	1.6878947133	48.6536016666	14456.4893758621	57704.1833827794	72.2824468793	288.5209169139
Roinvilliers	713.6	91526	45	61	2.2368714252	48.3450297335	54558.811980201	22873.0703763394	272.794059901	114.3653518817
Villiers-Saint-Georges	3321	77519	926	1030	3.4081346094	48.6513894788	141165.326436708	56732.9572733296	705.8266321835	283.6647863666
Quincy-sous-Sénart	524.9	91514	7079	7426	2.5285675483	48.6706017967	76387.1394408031	58894.8386703292	381.935697204	294.4741933516
Gometz-le-Châtel	506.5	91275	1763	1847	2.1424841927	48.6748642704	47963.824063107	59607.9335488798	239.8191203155	298.0396677444
Epinay-sur-Orge	435.2	91216	9688	9399	2.3185848673	48.6733238797	60927.9576144831	59310.3334210496	304.6397880724	296.5516671052
Cernay-la-Ville	1013.7	78128	1757	1727	1.9596786927	48.6699673681	34497.722845661	59225.3053283999	172.4886142283	296.126526642
Viry-Châtillon	616	91687	30580	30257	2.3738229603	48.6697049162	64991.9083691901	58874.3242471199	324.959541846	294.3716212356
Ozouer-le-Voulgis	1135.8	77352	1286	1544	2.7767970769	48.6641756075	94663.4767780741	58100.0008576699	473.3173838904	290.5000042884
Chaumes-en-Brie	2000.3	77107	2500	2743	2.8466134334	48.667446018	99805.7723448051	58451.33241311	499.028861724	292.2566620656
Bezalles	266	77033	117	162	3.2405995954	48.6663734415	128819.276503565	58348.1098211696	644.0963825178	291.7405491058
Evry-Grégy-sur-Yerre	1915.5	77175	1830	2041	2.6395011197	48.6538431266	84547.1842440091	56988.6611077897	422.73592122	284.9433055389
Mittainville	1060.6	78407	434	514	1.6360069148	48.6627326595	10652.539451433	58783.9404409593	53.2626972572	293.9197022048
Soisy-sur-Seine	866.3	91600	7145	7072	2.4628395156	48.6603082122	71539.527245447	57781.3703986295	357.6976362272	288.9068519931
Combs-la-Ville	1449.1	77122	19973	20953	2.5753848757	48.6578844268	79826.9049889931	57461.4274670398	399.134524945	287.3071373352
Saint-Jean-de-Beauregard	400.7	91560	265	283	2.1719587314	48.6658051577	50123.338735285	58577.6617522798	250.6166936764	292.8883087614
Boulancourt	649.8	77046	287	325	2.4511890985	48.2617119555	70373.547123692	13481.0217795698	351.8677356185	67.4051088978
Gazeran	2589.3	78269	940	1156	1.7772334499	48.6338616735	21002.312417691	55404.2403650694	105.0115620885	277.0212018253
Saint-Germain-lès-Corbeil	390.6	91553	6141	7051	2.4944263648	48.627372472	73842.4082026141	54104.4704064792	369.2120410131	270.5223520324
Pécy	2115.7	77357	565	677	3.0749959805	48.6467081939	116626.064826253	56137.4424178498	583.1303241313	280.6872120892
Solers	626.4	77457	1099	1243	2.7274545107	48.6596985723	91027.958672627	57613.6711491495	455.1397933631	288.0683557457
Nozay	736.3	91458	2636	4275	2.2378301452	48.6605418271	54968.373478592	57943.6861873996	274.841867393	289.718430937
Etiolles	1177.7	91225	2107	2548	2.4834563751	48.6499001832	73050.3585803651	56614.1455825297	365.2517929018	283.0707279126
Morsang-sur-Orge	439.2	91434	19401	19335	2.3510275625	48.656711678	63301.508331618	57443.3861767594	316.5075416581	287.2169308838
La Chapelle-Iger	874.2	77087	134	152	2.9927081177	48.6512914582	110564.024682137	56644.3878849298	552.8201234107	283.2219394246
La Ville-du-Bois	353	91665	5404	5901	2.2643236467	48.6612265679	56920.236256968	58001.3033284293	284.6011812848	290.0065166421
Courpalay	1473	77135	1135	1269	2.9531547871	48.6436564996	107649.91096332	55796.5714870198	538.2495548166	278.9828574351
Marcoussis	1689.4	91363	5680	7226	2.2058915514	48.6463929655	52600.397298421	56393.9405586794	263.0019864921	281.9697027934
Villiers-sur-Orge	178.5	91685	3704	3753	2.2994019811	48.6584725496	59500.891599079	57671.6391065596	297.5044579954	288.3581955328
Villemoisson-sur-Orge	231	91667	6404	6878	2.3305701436	48.6614379368	61799.2201315421	57981.39248465	308.9961006577	289.9069624233
Courchamp	1247.2	77134	108	163	3.289895903	48.6422602923	132459.356800839	55679.5315439096	662.2967840042	278.3976577195
Ris-Orangis	830.6	91521	24677	24436	2.4082119366	48.6453378596	67503.828136218	56145.8441615496	337.5191406811	280.7292208077
Limours	1426	91338	6324	6465	2.0807520183	48.6463067156	43381.83369678	56484.3689824594	216.9091684839	282.4218449123
La  Celle-les-Bordes	2289.2	78125	769	842	1.9451388226	48.6420661503	33385.713799841	56137.8504413897	166.9285689992	280.6892522069
Sainte-Geneviève-des-Bois	939.2	91549	31286	32125	2.3303348122	48.6410820389	61762.6965114931	55718.5498802392	308.8134825575	278.5927494012
Soignolles-en-Brie	1079.9	77455	1474	1962	2.7080721735	48.6452330127	89594.4937491351	56010.5715095196	447.9724687457	280.0528575476
Janvry	831.2	91319	487	530	2.1545528586	48.6460464991	48818.081198088	56394.6890842998	244.0904059904	281.9734454215
Saint-Hilliers	1906.5	77414	340	400	3.2588765974	48.6286690894	130178.960007619	54160.6135064298	650.8948000381	270.8030675321
Rupéreux	632.1	77396	76	74	3.3267770162	48.6424314729	135176.493512786	55709.1726460299	675.8824675639	278.5458632302
Bullion	2131.4	78120	1703	1799	1.9834492159	48.6243585459	36182.677677572	54132.3760421099	180.9133883879	270.6618802106
Tigery	941.4	91617	1140	1257	2.521070879	48.6446616245	75817.635707158	56014.2945275893	379.0881785358	280.0714726379
Longpont-sur-Orge	512.3	91347	4807	5843	2.2865387149	48.6403409535	58535.3017843431	55664.4237849498	292.6765089217	278.3221189247
Yèbles	1172	77534	553	558	2.7683555204	48.6373161868	94033.043513271	55115.7041121097	470.1652175664	275.5785205605
Argentières	256.4	77007	276	364	2.8712217069	48.6510716884	101614.955945796	56627.6655593393	508.074779729	283.1383277967
Chenoise	3587.4	77109	1108	1200	3.1923330202	48.6223042469	125276.795868187	53439.0071523199	626.3839793409	267.1950357616
Raizeux	1042	78516	626	732	1.6882340089	48.6353093538	14447.6959571471	55670.4088536697	72.2384797857	278.3520442683
Bonnelles	1078.8	78087	2193	2162	2.0301593058	48.6183210406	39616.730336316	53417.9227735596	198.0836516816	267.0896138678
Aubepierre-Ozouer-le-Repos	2681.5	77010	768	867	2.9032735657	48.6203111707	103971.805040807	53204.5344711598	519.859025204	266.0226723558
Briis-sous-Forges	1117	91111	2220	3211	2.1308416315	48.6269932927	47048.057666644	54295.5643719593	235.2402883332	271.4778218598
Guignes	570.7	77222	2285	2412	2.800689207	48.6357609421	96415.025343943	54936.3008442298	482.0751267197	274.6815042211
Louan-Villegruis-Fontaine	3826.1	77262	427	421	3.4888460233	48.6146265116	147135.9528059	52679.7361132195	735.6797640295	263.3986805661
Verneuil-l'Etang	783.9	77493	2577	3135	2.8322523435	48.6372971606	98741.102051295	55101.6821929598	493.7055102565	275.5084109648
Montlhéry	330.9	91425	5195	5676	2.2683323043	48.6425790765	57196.2470357821	55925.5096083898	285.9812351789	279.6275480419
Voulton	2636.3	77530	300	293	3.3404710075	48.6115152972	136200.213336214	52276.4248073399	681.0010666811	261.3821240367
Lieusaint	1196.8	77251	5200	6365	2.5500327191	48.625764258	77939.308448671	53900.8882915899	389.6965422434	269.504441458
Gastins	1495.4	77201	474	585	3.0199134171	48.6268289033	112568.729926857	53924.9464289593	562.8436496343	269.6247321448
Evry	858.3	91228	45531	49437	2.4399440119	48.6296739095	69829.1552036611	54387.4147669701	349.1457760183	271.9370738349
Fleury-Mérogis	638.2	91235	9677	9074	2.368526183	48.6332114316	64569.437023842	54820.3890137495	322.8471851192	274.1019450687
Saint-Hilarion	1425.8	78557	781	799	1.7289161047	48.6223874534	17421.8449419871	54185.0024146196	87.1092247099	270.9250120731
Moissy-Cramayel	1426.6	77296	12263	14298	2.5956313959	48.6282876456	81301.262351832	54163.2373051792	406.5063117592	270.8161865259
Saint-Michel-sur-Orge	534.1	91570	20771	20375	2.3118414755	48.6317966327	60391.213153945	54698.0098004695	301.9560657697	273.4900490023
Forges-les-Bains	1458.8	91249	2757	3229	2.0824465645	48.6194547833	43471.974347349	53497.8954159794	217.3598717367	267.4894770799
Limoges-Fourches	796.9	77252	230	297	2.6694104978	48.6263622629	86737.474276577	53923.8850093298	433.6873713829	269.6194250466
Linas	758.6	91339	4767	4970	2.2522233225	48.6260000638	55992.0138817971	54093.56140575	279.960069409	270.4678070288
Fontenay-lès-Briis	977.9	91243	1567	1707	2.1647924039	48.6105162066	49530.6084269211	52436.8705376498	247.6530421346	262.1843526882
Sonchamp	4643	78601	1443	1485	1.868572724	48.588149001	27659.3002821381	50222.4873129595	138.2965014107	251.1124365648
Lissy	671.4	77253	135	171	2.7012891047	48.6179371257	89083.2997087961	52977.8862502594	445.416498544	264.8894312513
Champdeuil	399.6	77081	620	658	2.7309889556	48.6222185392	91274.0769599751	53445.9883555695	456.3703847999	267.2299417778
Beauchery-Saint-Martin	2780.2	77026	355	363	3.4205445337	48.6017805264	142108.835309277	51222.66027168	710.5441765464	256.1133013584
Courcouronnes	454	91182	13262	13954	2.4118504042	48.6215266176	67752.1537216881	53496.7346603796	338.7607686084	267.4836733019
Quiers	1178.3	77381	547	583	2.9621809105	48.6139924883	108313.318203165	52498.3746140497	541.5665910158	262.4918730702
La Croix-en-Brie	2951.7	77147	615	651	3.0707878115	48.594820869	116321.22341503	50368.7209719997	581.6061170752	251.84360486
Bondoufle	686.2	91086	7719	9129	2.3800882604	48.6140467298	65404.673475792	52683.1130826296	327.023367379	263.4155654131
Ollainville	1143.5	91461	3555	3896	2.219024607	48.6063024254	53523.7769355	51927.5277263299	267.6188846775	259.6376386317
Saint-Pierre-du-Perray	1187.8	91573	3342	5801	2.5165995507	48.6047156914	75461.0428013121	51575.4861011496	377.3052140066	257.8774305057
Bruyères-le-Châtel	1299.3	91115	2536	3013	2.1870544932	48.6005576379	51160.287817998	51312.6979003698	255.80143909	256.5634895018
Corbeil-Essonnes	1106.8	91174	40345	39378	2.4689000058	48.6040450732	71943.8025092641	51523.5262062298	359.7190125463	257.6176310311
Saint-Germain-Laxis	721.8	77410	379	514	2.7058038417	48.5865231314	89403.066150516	49484.3458389901	447.0153307526	247.421729195
Réau	1332.1	77384	663	705	2.6242933103	48.6073347918	83402.3994571831	51823.4572605295	417.0119972859	259.1172863026
Crisenoy	1287.7	77145	580	604	2.744639972	48.6032218142	92273.37297707	51330.7615359994	461.3668648854	256.65380768
Leuville-sur-Orge	251.2	91333	2463	3761	2.2678302495	48.6141937741	57129.9994374031	52770.3065767596	285.649997187	263.8515328838
Mormant	1667.6	77317	3603	4362	2.8823009381	48.5976557837	102422.234349297	50688.0072820196	512.1111717465	253.4400364101
Orcemont	1056.9	78464	739	826	1.8097114271	48.5973768655	23334.110280559	51312.0490562897	116.6705514028	256.5602452814
Le Plessis-Pâté	760.3	91494	2798	2926	2.341738728	48.6074072769	62571.66679814	51967.9008307196	312.8583339907	259.8395041536
Clos-Fontaine	599.6	77119	262	270	3.0155297977	48.6035458285	112246.178203978	51336.4510440798	561.2308910199	256.6822552204
Mortery	1320.1	77319	149	153	3.2484189752	48.5916307508	129421.246950189	50040.55400916	647.1062347509	250.2027700458
Montereau-sur-le-Jard	1143	77306	284	567	2.6725716601	48.5962314964	86956.553510525	50573.2601930397	434.7827675526	252.8663009652
Bréau	134	77052	301	343	2.8794047897	48.5579620539	102201.938124363	46275.6434468897	511.0096906218	231.3782172344
Vaugrigneuse	616.3	91634	903	1084	2.105536013	48.6013657028	45150.952030768	51467.5087953694	225.7547601538	257.3375439768
Saint-Germain-lès-Arpajon	630.1	91552	7607	8227	2.2646412549	48.5985428603	56878.729342484	51032.6377648199	284.3936467124	255.1631888241
Lisses	1046.2	91340	6860	7206	2.4249041335	48.5970416119	68694.424533867	50767.6894893693	343.4721226693	253.8384474468
Champeaux	1314.1	77082	790	804	2.8109948934	48.5921871138	97162.7993857231	50090.2683704393	485.8139969286	250.4513418522
Cucharmoy	1285.8	77149	196	223	3.1790172452	48.5898217475	124303.564250627	49825.5956031	621.5178212531	249.1279780155
Rochefort-en-Yvelines	1280.8	78522	783	774	1.9801078359	48.591944893	35889.894277057	50532.3865501694	179.4494713853	252.6619327508
Courson-Monteloup	375.9	91186	461	586	2.1423328644	48.5987035973	47860.717385065	51141.4777381001	239.3035869253	255.7073886905
Emancé	1213.6	78209	667	738	1.7338421284	48.5908062496	17728.568509464	50668.7043150095	88.6428425473	253.343521575
Savigny-le-Temple	1205.6	77445	18520	22339	2.5738120844	48.5879910221	79669.1265766381	49691.9341513393	398.3456328832	248.4596707567
Léchelle	2170.4	77246	490	525	3.3889958421	48.5716431536	139799.205622605	47860.4269213798	698.996028113	239.3021346069
Vert-le-Grand	1611.6	91648	1477	1911	2.3676637826	48.5835347362	64461.665241871	49298.4544131197	322.3083262094	246.4922720656
